CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT
BEAN,WET,Western Himalayan Region,10-20,RAINY,0.1
BEAN,WET,Western Himalayan Region,20-30,NORMAL,3.6
BEAN,WET,Western Himalayan Region,20-30,SUNNY,5.1
BEAN,WET,Western Himalayan Region,20-30,WINDY,4.6
BEAN,WET,Western Himalayan Region,20-30,RAINY,0.1
BEAN,WET,Western Himalayan Region,30-40,NORMAL,4.7
BEAN,WET,Western Himalayan Region,30-40,SUNNY,6.2
BEAN,WET,Western Himalayan Region,30-40,WINDY,5.7
BEAN,WET,Western Himalayan Region,30-40,RAINY,0.1
BEAN,WET,Western Himalayan Region,40-50,NORMAL,5.6
BEAN,WET,Western Himalayan Region,40-50,SUNNY,7.1
BEAN,WET,Western Himalayan Region,40-50,WINDY,6.6
BEAN,WET,Western Himalayan Region,40-50,RAINY,0.3
WHEAT,DRY,Western Himalayan Region,10-20,NORMAL,8.4
WHEAT,DRY,Western Himalayan Region,10-20,SUNNY,9.9
WHEAT,DRY,Western Himalayan Region,10-20,WINDY,9.4
WHEAT,DRY,Western Himalayan Region,10-20,RAINY,0.4
WHEAT,DRY,Western Himalayan Region,20-30,NORMAL,9.5
WHEAT,DRY,Western Himalayan Region,20-30,SUNNY,11.0
WHEAT,DRY,Western Himalayan Region,20-30,WINDY,10.5
WHEAT,DRY,Western Himalayan Region,20-30,RAINY,1.5
WHEAT,DRY,Western Himalayan Region,30-40,NORMAL,10.4
WHEAT,DRY,Western Himalayan Region,30-40,SUNNY,11.9
WHEAT,DRY,Western Himalayan Region,30-40,WINDY,11.4
WHEAT,DRY,Western Himalayan Region,30-40,RAINY,2.4
WHEAT,DRY,Western Himalayan Region,40-50,NORMAL,11.35
WHEAT,DRY,Western Himalayan Region,40-50,SUNNY,12.85
WHEAT,DRY,Western Himalayan Region,40-50,WINDY,12.35
WHEAT,DRY,Western Himalayan Region,40-50,RAINY,3.3
WHEAT,HUMID,Western Himalayan Region,10-20,NORMAL,5.88
WHEAT,HUMID,Western Himalayan Region,10-20,SUNNY,7.38
WHEAT,HUMID,Western Himalayan Region,10-20,WINDY,6.88
WHEAT,HUMID,Western Himalayan Region,10-20,RAINY,0.3
WHEAT,HUMID,Western Himalayan Region,20-30,NORMAL,6.8
WHEAT,HUMID,Western Himalayan Region,20-30,SUNNY,8.6
WHEAT,HUMID,Western Himalayan Region,20-30,WINDY,7.8
WHEAT,HUMID,Western Himalayan Region,20-30,RAINY,0.6
WHEAT,HUMID,Western Himalayan Region,30-40,NORMAL,7.9
WHEAT,HUMID,Western Himalayan Region,30-40,SUNNY,9.4
WHEAT,HUMID,Western Himalayan Region,30-40,WINDY,8.9
WHEAT,HUMID,Western Himalayan Region,30-40,RAINY,0.8
WHEAT,HUMID,Western Himalayan Region,40-50,NORMAL,8.7
WHEAT,HUMID,Western Himalayan Region,40-50,SUNNY,10.5
WHEAT,HUMID,Western Himalayan Region,40-50,WINDY,9.7
WHEAT,HUMID,Western Himalayan Region,40-50,RAINY,0.7
WHEAT,WET,Western Himalayan Region,10-20,NORMAL,4.0
WHEAT,WET,Western Himalayan Region,10-20,SUNNY,5.5
WHEAT,WET,Western Himalayan Region,10-20,WINDY,5.0
WHEAT,WET,Western Himalayan Region,10-20,RAINY,0.2
WHEAT,WET,Western Himalayan Region,20-30,NORMAL,5.06
WHEAT,WET,Western Himalayan Region,20-30,SUNNY,6.56
WHEAT,WET,Western Himalayan Region,20-30,WINDY,6.06
WHEAT,WET,Western Himalayan Region,20-30,RAINY,0.3
WHEAT,WET,Western Himalayan Region,30-40,NORMAL,6.04
WHEAT,WET,Western Himalayan Region,30-40,SUNNY,7.56
WHEAT,WET,Western Himalayan Region,30-40,WINDY,7.06
WHEAT,WET,Western Himalayan Region,30-40,RAINY,0.5
WHEAT,WET,Western Himalayan Region,40-50,NORMAL,7.05
WHEAT,WET,Western Himalayan Region,40-50,SUNNY,8.56
WHEAT,WET,Western Himalayan Region,40-50,WINDY,8.05
WHEAT,WET,Western Himalayan Region,40-50,RAINY,0.8
MUSTARD,DRY,Western Himalayan Region,10-20,NORMAL,4.86
MUSTARD,DRY,Western Himalayan Region,10-20,SUNNY,6.36
MUSTARD,DRY,Western Himalayan Region,10-20,WINDY,5.86
MUSTARD,DRY,Western Himalayan Region,10-20,RAINY,0.2
MUSTARD,DRY,Western Himalayan Region,20-30,NORMAL,5.86
MUSTARD,DRY,Western Himalayan Region,20-30,SUNNY,7.36
MUSTARD,DRY,Western Himalayan Region,20-30,WINDY,6.86
MUSTARD,DRY,Western Himalayan Region,20-30,RAINY,0.3
MUSTARD,DRY,Western Himalayan Region,30-40,NORMAL,6.86
MUSTARD,DRY,Western Himalayan Region,30-40,SUNNY,8.36
MUSTARD,DRY,Western Himalayan Region,30-40,WINDY,7.86
MUSTARD,DRY,Western Himalayan Region,30-40,RAINY,0.5
MUSTARD,DRY,Western Himalayan Region,40-50,NORMAL,7.86
MUSTARD,DRY,Western Himalayan Region,40-50,SUNNY,9.36
MUSTARD,DRY,Western Himalayan Region,40-50,WINDY,8.86
MUSTARD,DRY,Western Himalayan Region,40-50,RAINY,0.8
MUSTARD,HUMID,Western Himalayan Region,10-20,NORMAL,3.42
MUSTARD,HUMID,Western Himalayan Region,10-20,SUNNY,4.92
MUSTARD,HUMID,Western Himalayan Region,10-20,WINDY,4.42
MUSTARD,HUMID,Western Himalayan Region,10-20,RAINY,0.1
MUSTARD,HUMID,Western Himalayan Region,20-30,NORMAL,4.42
MUSTARD,HUMID,Western Himalayan Region,20-30,SUNNY,5.92
MUSTARD,HUMID,Western Himalayan Region,20-30,WINDY,5.42
MUSTARD,HUMID,Western Himalayan Region,20-30,RAINY,0.2
MUSTARD,HUMID,Western Himalayan Region,30-40,NORMAL,5.42
MUSTARD,HUMID,Western Himalayan Region,30-40,SUNNY,6.92
MUSTARD,HUMID,Western Himalayan Region,30-40,WINDY,6.42
MUSTARD,HUMID,Western Himalayan Region,30-40,RAINY,0.3
MUSTARD,HUMID,Western Himalayan Region,40-50,NORMAL,6.42
MUSTARD,HUMID,Western Himalayan Region,40-50,SUNNY,7.92
MUSTARD,HUMID,Western Himalayan Region,40-50,WINDY,7.42
MUSTARD,HUMID,Western Himalayan Region,40-50,RAINY,0.5
MUSTARD,WET,Western Himalayan Region,10-20,NORMAL,2.34
MUSTARD,WET,Western Himalayan Region,10-20,SUNNY,3.84
MUSTARD,WET,Western Himalayan Region,10-20,WINDY,3.34
MUSTARD,WET,Western Himalayan Region,10-20,RAINY,0.1
MUSTARD,WET,Western Himalayan Region,20-30,NORMAL,3.34
MUSTARD,WET,Western Himalayan Region,20-30,SUNNY,4.84
MUSTARD,WET,Western Himalayan Region,20-30,WINDY,4.34
MUSTARD,WET,Western Himalayan Region,20-30,RAINY,0.1
MUSTARD,WET,Western Himalayan Region,30-40,NORMAL,4.34
MUSTARD,WET,Western Himalayan Region,30-40,SUNNY,5.84
MUSTARD,WET,Western Himalayan Region,30-40,WINDY,5.34
MUSTARD,WET,Western Himalayan Region,30-40,RAINY,0.2
MUSTARD,WET,Western Himalayan Region,40-50,NORMAL,5.34
MUSTARD,WET,Western Himalayan Region,40-50,SUNNY,6.84
MUSTARD,WET,Western Himalayan Region,40-50,WINDY,6.34
MUSTARD,WET,Western Himalayan Region,40-50,RAINY,0.3
COTTON,DRY,Western Himalayan Region,10-20,NORMAL,6.95
COTTON,DRY,Western Himalayan Region,10-20,SUNNY,8.45
COTTON,DRY,Western Himalayan Region,10-20,WINDY,7.8
COTTON,DRY,Western Himalayan Region,10-20,RAINY,0.1
COTTON,DRY,Western Himalayan Region,20-30,NORMAL,7.95
COTTON,DRY,Western Himalayan Region,20-30,SUNNY,9.45
COTTON,DRY,Western Himalayan Region,20-30,WINDY,8.8
COTTON,DRY,Western Himalayan Region,20-30,RAINY,0.5
COTTON,DRY,Western Himalayan Region,30-40,NORMAL,8.95
COTTON,DRY,Western Himalayan Region,30-40,SUNNY,10.45
COTTON,DRY,Western Himalayan Region,30-40,WINDY,9.9
COTTON,DRY,Western Himalayan Region,30-40,RAINY,0.95
COTTON,DRY,Western Himalayan Region,40-50,NORMAL,9.9
COTTON,DRY,Western Himalayan Region,40-50,SUNNY,11.4
COTTON,DRY,Western Himalayan Region,40-50,WINDY,10.9
COTTON,DRY,Western Himalayan Region,40-50,RAINY,1.9
COTTON,HUMID,Western Himalayan Region,10-20,NORMAL,4.89
COTTON,HUMID,Western Himalayan Region,10-20,SUNNY,6.39
COTTON,HUMID,Western Himalayan Region,10-20,WINDY,5.8
COTTON,HUMID,Western Himalayan Region,10-20,RAINY,0.1
COTTON,HUMID,Western Himalayan Region,20-30,NORMAL,5.6
COTTON,HUMID,Western Himalayan Region,20-30,SUNNY,7.1
COTTON,HUMID,Western Himalayan Region,20-30,WINDY,6.6
COTTON,HUMID,Western Himalayan Region,20-30,RAINY,0.2
COTTON,HUMID,Western Himalayan Region,30-40,NORMAL,6.5
COTTON,HUMID,Western Himalayan Region,30-40,SUNNY,8.1
COTTON,HUMID,Western Himalayan Region,30-40,WINDY,7.5
COTTON,HUMID,Western Himalayan Region,30-40,RAINY,0.5
COTTON,HUMID,Western Himalayan Region,40-50,NORMAL,7.5
COTTON,HUMID,Western Himalayan Region,40-50,SUNNY,9.0
COTTON,HUMID,Western Himalayan Region,40-50,WINDY,8.5
COTTON,HUMID,Western Himalayan Region,40-50,RAINY,0.8
COTTON,WET,Western Himalayan Region,10-20,NORMAL,3.345
COTTON,WET,Western Himalayan Region,10-20,SUNNY,4.85
COTTON,WET,Western Himalayan Region,10-20,WINDY,4.4
COTTON,WET,Western Himalayan Region,10-20,RAINY,0.1
COTTON,WET,Western Himalayan Region,20-30,NORMAL,4.4
COTTON,WET,Western Himalayan Region,20-30,SUNNY,5.9
COTTON,WET,Western Himalayan Region,20-30,WINDY,5.4
COTTON,WET,Western Himalayan Region,20-30,RAINY,0.1
COTTON,WET,Western Himalayan Region,30-40,NORMAL,5.54
COTTON,WET,Western Himalayan Region,30-40,SUNNY,7.04
COTTON,WET,Western Himalayan Region,30-40,WINDY,6.5
COTTON,WET,Western Himalayan Region,30-40,RAINY,0.2
COTTON,WET,Western Himalayan Region,40-50,NORMAL,6.52
COTTON,WET,Western Himalayan Region,40-50,SUNNY,8.02
COTTON,WET,Western Himalayan Region,40-50,WINDY,7.5
COTTON,WET,Western Himalayan Region,40-50,RAINY,0.3
SUGARCANE,DRY,Western Himalayan Region,10-20,NORMAL,8.4
SUGARCANE,DRY,Western Himalayan Region,10-20,SUNNY,9.9
SUGARCANE,DRY,Western Himalayan Region,10-20,WINDY,9.4
SUGARCANE,DRY,Western Himalayan Region,10-20,RAINY,0.4
SUGARCANE,DRY,Western Himalayan Region,20-30,NORMAL,9.5
SUGARCANE,DRY,Western Himalayan Region,20-30,SUNNY,11.0
SUGARCANE,DRY,Western Himalayan Region,20-30,WINDY,10.5
SUGARCANE,DRY,Western Himalayan Region,20-30,RAINY,1.5
SUGARCANE,DRY,Western Himalayan Region,30-40,NORMAL,10.4
SUGARCANE,DRY,Western Himalayan Region,30-40,SUNNY,11.9
SUGARCANE,DRY,Western Himalayan Region,30-40,WINDY,11.4
SUGARCANE,DRY,Western Himalayan Region,30-40,RAINY,2.4
SUGARCANE,DRY,Western Himalayan Region,40-50,NORMAL,11.35
SUGARCANE,DRY,Western Himalayan Region,40-50,SUNNY,12.85
SUGARCANE,DRY,Western Himalayan Region,40-50,WINDY,12.35
SUGARCANE,DRY,Western Himalayan Region,40-50,RAINY,3.3
SUGARCANE,HUMID,Western Himalayan Region,10-20,NORMAL,5.88
SUGARCANE,HUMID,Western Himalayan Region,10-20,SUNNY,7.38
SUGARCANE,HUMID,Western Himalayan Region,10-20,WINDY,6.88
SUGARCANE,HUMID,Western Himalayan Region,10-20,RAINY,0.3
SUGARCANE,HUMID,Western Himalayan Region,20-30,NORMAL,6.8
SUGARCANE,HUMID,Western Himalayan Region,20-30,SUNNY,8.6
SUGARCANE,HUMID,Western Himalayan Region,20-30,WINDY,7.8
SUGARCANE,HUMID,Western Himalayan Region,20-30,RAINY,0.6
SUGARCANE,HUMID,Western Himalayan Region,30-40,NORMAL,7.9
SUGARCANE,HUMID,Western Himalayan Region,30-40,SUNNY,9.4
SUGARCANE,HUMID,Western Himalayan Region,30-40,WINDY,8.9
SUGARCANE,HUMID,Western Himalayan Region,30-40,RAINY,0.8
SUGARCANE,HUMID,Western Himalayan Region,40-50,NORMAL,8.7
SUGARCANE,HUMID,Western Himalayan Region,40-50,SUNNY,10.5
SUGARCANE,HUMID,Western Himalayan Region,40-50,WINDY,9.7
SUGARCANE,HUMID,Western Himalayan Region,40-50,RAINY,0.7
SUGARCANE,WET,Western Himalayan Region,10-20,NORMAL,4.0
SUGARCANE,WET,Western Himalayan Region,10-20,SUNNY,5.5
SUGARCANE,WET,Western Himalayan Region,10-20,WINDY,5.0
SUGARCANE,WET,Western Himalayan Region,10-20,RAINY,0.2
SUGARCANE,WET,Western Himalayan Region,20-30,NORMAL,5.06
SUGARCANE,WET,Western Himalayan Region,20-30,SUNNY,6.56
SUGARCANE,WET,Western Himalayan Region,20-30,WINDY,6.06
SUGARCANE,WET,Western Himalayan Region,20-30,RAINY,0.3
SUGARCANE,WET,Western Himalayan Region,30-40,NORMAL,6.04
SUGARCANE,WET,Western Himalayan Region,30-40,SUNNY,7.56
SUGARCANE,WET,Western Himalayan Region,30-40,WINDY,7.06
SUGARCANE,WET,Western Himalayan Region,30-40,RAINY,0.5
SUGARCANE,WET,Western Himalayan Region,40-50,NORMAL,7.05
SUGARCANE,WET,Western Himalayan Region,40-50,SUNNY,8.56
SUGARCANE,WET,Western Himalayan Region,40-50,WINDY,8.05
SUGARCANE,WET,Western Himalayan Region,40-50,RAINY,0.8
TOMATO,DRY,Western Himalayan Region,10-20,NORMAL,4.86
TOMATO,DRY,Western Himalayan Region,10-20,SUNNY,6.36
TOMATO,DRY,Western Himalayan Region,10-20,WINDY,5.86
TOMATO,DRY,Western Himalayan Region,10-20,RAINY,0.2
TOMATO,DRY,Western Himalayan Region,20-30,NORMAL,5.86
TOMATO,DRY,Western Himalayan Region,20-30,SUNNY,7.36
TOMATO,DRY,Western Himalayan Region,20-30,WINDY,6.86
TOMATO,DRY,Western Himalayan Region,20-30,RAINY,0.3
TOMATO,DRY,Western Himalayan Region,30-40,NORMAL,6.86
TOMATO,DRY,Western Himalayan Region,30-40,SUNNY,8.36
TOMATO,DRY,Western Himalayan Region,30-40,WINDY,7.86
TOMATO,DRY,Western Himalayan Region,30-40,RAINY,0.5
TOMATO,DRY,Western Himalayan Region,40-50,NORMAL,7.86
TOMATO,DRY,Western Himalayan Region,40-50,SUNNY,9.36
TOMATO,DRY,Western Himalayan Region,40-50,WINDY,8.86
TOMATO,DRY,Western Himalayan Region,40-50,RAINY,0.8
TOMATO,HUMID,Western Himalayan Region,10-20,NORMAL,3.42
TOMATO,HUMID,Western Himalayan Region,10-20,SUNNY,4.92
TOMATO,HUMID,Western Himalayan Region,10-20,WINDY,4.42
TOMATO,HUMID,Western Himalayan Region,10-20,RAINY,0.1
TOMATO,HUMID,Western Himalayan Region,20-30,NORMAL,4.42
TOMATO,HUMID,Western Himalayan Region,20-30,SUNNY,5.92
TOMATO,HUMID,Western Himalayan Region,20-30,WINDY,5.42
TOMATO,HUMID,Western Himalayan Region,20-30,RAINY,0.2
TOMATO,HUMID,Western Himalayan Region,30-40,NORMAL,5.42
TOMATO,HUMID,Western Himalayan Region,30-40,SUNNY,6.92
TOMATO,HUMID,Western Himalayan Region,30-40,WINDY,6.42
TOMATO,HUMID,Western Himalayan Region,30-40,RAINY,0.3
TOMATO,HUMID,Western Himalayan Region,40-50,NORMAL,6.42
TOMATO,HUMID,Western Himalayan Region,40-50,SUNNY,7.92
TOMATO,HUMID,Western Himalayan Region,40-50,WINDY,7.42
TOMATO,HUMID,Western Himalayan Region,40-50,RAINY,0.5
TOMATO,WET,Western Himalayan Region,10-20,NORMAL,2.34
TOMATO,WET,Western Himalayan Region,10-20,SUNNY,3.84
TOMATO,WET,Western Himalayan Region,10-20,WINDY,3.34
TOMATO,WET,Western Himalayan Region,10-20,RAINY,0.1
TOMATO,WET,Western Himalayan Region,20-30,NORMAL,3.34
TOMATO,WET,Western Himalayan Region,20-30,SUNNY,4.84
TOMATO,WET,Western Himalayan Region,20-30,WINDY,4.34
TOMATO,WET,Western Himalayan Region,20-30,RAINY,0.1
TOMATO,WET,Western Himalayan Region,30-40,NORMAL,4.34
TOMATO,WET,Western Himalayan Region,30-40,SUNNY,5.84
TOMATO,WET,Western Himalayan Region,30-40,WINDY,5.34
TOMATO,WET,Western Himalayan Region,30-40,RAINY,0.2
TOMATO,WET,Western Himalayan Region,40-50,NORMAL,5.34
TOMATO,WET,Western Himalayan Region,40-50,SUNNY,6.84
TOMATO,WET,Western Himalayan Region,40-50,WINDY,6.34
TOMATO,WET,Western Himalayan Region,40-50,RAINY,0.3
ONION,DRY,Western Himalayan Region,10-20,NORMAL,3.375
ONION,DRY,Western Himalayan Region,10-20,SUNNY,4.875
ONION,DRY,Western Himalayan Region,10-20,WINDY,4.375
ONION,DRY,Western Himalayan Region,10-20,RAINY,0.1
ONION,DRY,Western Himalayan Region,20-30,NORMAL,4.375
ONION,DRY,Western Himalayan Region,20-30,SUNNY,5.875
ONION,DRY,Western Himalayan Region,20-30,WINDY,5.375
ONION,DRY,Western Himalayan Region,20-30,RAINY,0.2
ONION,DRY,Western Himalayan Region,30-40,NORMAL,5.375
ONION,DRY,Western Himalayan Region,30-40,SUNNY,6.875
ONION,DRY,Western Himalayan Region,30-40,WINDY,6.375
ONION,DRY,Western Himalayan Region,30-40,RAINY,0.3
ONION,DRY,Western Himalayan Region,40-50,NORMAL,6.375
ONION,DRY,Western Himalayan Region,40-50,SUNNY,7.875
ONION,DRY,Western Himalayan Region,40-50,WINDY,7.375
ONION,DRY,Western Himalayan Region,40-50,RAINY,0.5
ONION,HUMID,Western Himalayan Region,10-20,RAINY,2.375
ONION,HUMID,Western Himalayan Region,10-20,NORMAL,3.875
ONION,HUMID,Western Himalayan Region,10-20,SUNNY,3.375
ONION,HUMID,Western Himalayan Region,10-20,WINDY,0.1
ONION,HUMID,Western Himalayan Region,20-30,RAINY,3.375
ONION,HUMID,Western Himalayan Region,20-30,NORMAL,4.875
ONION,HUMID,Western Himalayan Region,20-30,NORMAL,4.375
ONION,HUMID,Western Himalayan Region,20-30,SUNNY,0.1
ONION,HUMID,Western Himalayan Region,30-40,WINDY,4.375
ONION,HUMID,Western Himalayan Region,30-40,RAINY,5.875
ONION,HUMID,Western Himalayan Region,30-40,NORMAL,5.375
ONION,HUMID,Western Himalayan Region,30-40,SUNNY,0.2
ONION,HUMID,Western Himalayan Region,40-50,WINDY,5.575
ONION,HUMID,Western Himalayan Region,40-50,RAINY,6.875
ONION,HUMID,Western Himalayan Region,40-50,NORMAL,6.575
ONION,HUMID,Western Himalayan Region,40-50,SUNNY,0.3
ONION,WET,Western Himalayan Region,10-20,RAINY,1.625
ONION,WET,Western Himalayan Region,10-20,NORMAL,3.125
ONION,WET,Western Himalayan Region,10-20,SUNNY,2.625
ONION,WET,Western Himalayan Region,10-20,WINDY,0.1
ONION,WET,Western Himalayan Region,20-30,RAINY,2.625
ONION,WET,Western Himalayan Region,20-30,NORMAL,4.125
ONION,WET,Western Himalayan Region,20-30,SUNNY,3.625
ONION,WET,Western Himalayan Region,20-30,NORMAL,0.1
ONION,WET,Western Himalayan Region,30-40,SUNNY,3.625
ONION,WET,Western Himalayan Region,30-40,WINDY,5.125
ONION,WET,Western Himalayan Region,30-40,RAINY,4.625
ONION,WET,Western Himalayan Region,30-40,NORMAL,0.1
ONION,WET,Western Himalayan Region,40-50,SUNNY,4.625
ONION,WET,Western Himalayan Region,40-50,WINDY,6.125
ONION,WET,Western Himalayan Region,40-50,RAINY,5.625
ONION,WET,Western Himalayan Region,40-50,NORMAL,0.2
BANANA,DRY,Eastern Himalayan Region,10-20,NORMAL,5.65
BANANA,DRY,Eastern Himalayan Region,10-20,SUNNY,7.15
BANANA,DRY,Eastern Himalayan Region,10-20,WINDY,6.6
BANANA,DRY,Eastern Himalayan Region,10-20,RAINY,0.1
BANANA,DRY,Eastern Himalayan Region,20-30,NORMAL,6.6
BANANA,DRY,Eastern Himalayan Region,20-30,SUNNY,8.1
BANANA,DRY,Eastern Himalayan Region,20-30,WINDY,7.6
BANANA,DRY,Eastern Himalayan Region,20-30,RAINY,0.3
BANANA,DRY,Eastern Himalayan Region,30-40,NORMAL,7.68
BANANA,DRY,Eastern Himalayan Region,30-40,SUNNY,8.18
BANANA,DRY,Eastern Himalayan Region,30-40,WINDY,8.6
BANANA,DRY,Eastern Himalayan Region,30-40,RAINY,0.8
BANANA,DRY,Eastern Himalayan Region,40-50,NORMAL,8.65
BANANA,DRY,Eastern Himalayan Region,40-50,SUNNY,10.15
BANANA,DRY,Eastern Himalayan Region,40-50,WINDY,9.65
BANANA,DRY,Eastern Himalayan Region,40-50,RAINY,0.65
BANANA,HUMID,Eastern Himalayan Region,10-20,NORMAL,3.65
BANANA,HUMID,Eastern Himalayan Region,10-20,SUNNY,5.15
BANANA,HUMID,Eastern Himalayan Region,10-20,WINDY,4.65
BANANA,HUMID,Eastern Himalayan Region,10-20,RAINY,0.1
BANANA,HUMID,Eastern Himalayan Region,20-30,NORMAL,4.65
BANANA,HUMID,Eastern Himalayan Region,20-30,SUNNY,6.15
BANANA,HUMID,Eastern Himalayan Region,20-30,WINDY,5.65
BANANA,HUMID,Eastern Himalayan Region,20-30,RAINY,0.2
BANANA,HUMID,Eastern Himalayan Region,30-40,NORMAL,5.0
BANANA,HUMID,Eastern Himalayan Region,30-40,SUNNY,6.5
BANANA,HUMID,Eastern Himalayan Region,30-40,WINDY,6.0
BANANA,HUMID,Eastern Himalayan Region,30-40,RAINY,0.3
BANANA,HUMID,Eastern Himalayan Region,40-50,NORMAL,5.15
BANANA,HUMID,Eastern Himalayan Region,40-50,SUNNY,6.65
BANANA,HUMID,Eastern Himalayan Region,40-50,WINDY,6.2
BANANA,HUMID,Eastern Himalayan Region,40-50,RAINY,0.2
BANANA,WET,Eastern Himalayan Region,10-20,NORMAL,2.06
BANANA,WET,Eastern Himalayan Region,10-20,SUNNY,3.56
BANANA,WET,Eastern Himalayan Region,10-20,WINDY,3.0
BANANA,WET,Eastern Himalayan Region,10-20,RAINY,0.1
BANANA,WET,Eastern Himalayan Region,20-30,NORMAL,3.0
BANANA,WET,Eastern Himalayan Region,20-30,SUNNY,4.5
BANANA,WET,Eastern Himalayan Region,20-30,WINDY,4.0
BANANA,WET,Eastern Himalayan Region,20-30,RAINY,0.1
BANANA,WET,Eastern Himalayan Region,30-40,NORMAL,4.1
BANANA,WET,Eastern Himalayan Region,30-40,SUNNY,5.6
BANANA,WET,Eastern Himalayan Region,30-40,WINDY,5.1
BANANA,WET,Eastern Himalayan Region,30-40,RAINY,0.1
BANANA,WET,Eastern Himalayan Region,40-50,NORMAL,5.15
BANANA,WET,Eastern Himalayan Region,40-50,SUNNY,6.65
BANANA,WET,Eastern Himalayan Region,40-50,WINDY,6.15
BANANA,WET,Eastern Himalayan Region,40-50,RAINY,0.2
SOYABEAN,DRY,Eastern Himalayan Region,10-20,NORMAL,4.51
SOYABEAN,DRY,Eastern Himalayan Region,10-20,SUNNY,6.01
SOYABEAN,DRY,Eastern Himalayan Region,10-20,WINDY,5.51
SOYABEAN,DRY,Eastern Himalayan Region,10-20,RAINY,0.1
SOYABEAN,DRY,Eastern Himalayan Region,20-30,NORMAL,5.5
SOYABEAN,DRY,Eastern Himalayan Region,20-30,SUNNY,7.0
SOYABEAN,DRY,Eastern Himalayan Region,20-30,WINDY,6.5
SOYABEAN,DRY,Eastern Himalayan Region,20-30,RAINY,0.2
SOYABEAN,DRY,Eastern Himalayan Region,30-40,NORMAL,6.5
SOYABEAN,DRY,Eastern Himalayan Region,30-40,SUNNY,8.0
SOYABEAN,DRY,Eastern Himalayan Region,30-40,WINDY,7.5
SOYABEAN,DRY,Eastern Himalayan Region,30-40,RAINY,0.2
SOYABEAN,DRY,Eastern Himalayan Region,40-50,NORMAL,7.8
SOYABEAN,DRY,Eastern Himalayan Region,40-50,SUNNY,9.3
SOYABEAN,DRY,Eastern Himalayan Region,40-50,WINDY,8.8
SOYABEAN,DRY,Eastern Himalayan Region,40-50,RAINY,0.8
SOYABEAN,HUMID,Eastern Himalayan Region,10-20,NORMAL,2.8
SOYABEAN,HUMID,Eastern Himalayan Region,10-20,SUNNY,4.3
SOYABEAN,HUMID,Eastern Himalayan Region,10-20,WINDY,3.8
SOYABEAN,HUMID,Eastern Himalayan Region,10-20,RAINY,0.1
SOYABEAN,HUMID,Eastern Himalayan Region,20-30,NORMAL,3.7
SOYABEAN,HUMID,Eastern Himalayan Region,20-30,SUNNY,5.2
SOYABEAN,HUMID,Eastern Himalayan Region,20-30,WINDY,4.7
SOYABEAN,HUMID,Eastern Himalayan Region,20-30,RAINY,0.1
SOYABEAN,HUMID,Eastern Himalayan Region,30-40,NORMAL,4.9
SOYABEAN,HUMID,Eastern Himalayan Region,30-40,SUNNY,6.4
SOYABEAN,HUMID,Eastern Himalayan Region,30-40,WINDY,5.9
SOYABEAN,HUMID,Eastern Himalayan Region,30-40,RAINY,0.5
SOYABEAN,HUMID,Eastern Himalayan Region,40-50,NORMAL,5.8
SOYABEAN,HUMID,Eastern Himalayan Region,40-50,SUNNY,7.3
SOYABEAN,HUMID,Eastern Himalayan Region,40-50,WINDY,6.8
SOYABEAN,HUMID,Eastern Himalayan Region,40-50,RAINY,0.3
SOYABEAN,WET,Eastern Himalayan Region,10-20,NORMAL,1.64
SOYABEAN,WET,Eastern Himalayan Region,10-20,SUNNY,3.14
SOYABEAN,WET,Eastern Himalayan Region,10-20,WINDY,2.6
SOYABEAN,WET,Eastern Himalayan Region,10-20,RAINY,0.1
SOYABEAN,WET,Eastern Himalayan Region,20-30,NORMAL,2.6
SOYABEAN,WET,Eastern Himalayan Region,20-30,SUNNY,4.1
SOYABEAN,WET,Eastern Himalayan Region,20-30,WINDY,3.6
SOYABEAN,WET,Eastern Himalayan Region,20-30,RAINY,0.1
SOYABEAN,WET,Eastern Himalayan Region,30-40,NORMAL,3.7
SOYABEAN,WET,Eastern Himalayan Region,30-40,SUNNY,5.2
SOYABEAN,WET,Eastern Himalayan Region,30-40,WINDY,4.6
SOYABEAN,WET,Eastern Himalayan Region,30-40,RAINY,0.1
SOYABEAN,WET,Eastern Himalayan Region,40-50,NORMAL,4.6
SOYABEAN,WET,Eastern Himalayan Region,40-50,SUNNY,6.1
SOYABEAN,WET,Eastern Himalayan Region,40-50,WINDY,5.6
SOYABEAN,WET,Eastern Himalayan Region,40-50,RAINY,0.1
CABBAGE,DRY,Eastern Himalayan Region,10-20,NORMAL,3.6
CABBAGE,DRY,Eastern Himalayan Region,10-20,SUNNY,5.1
CABBAGE,DRY,Eastern Himalayan Region,10-20,WINDY,4.6
CABBAGE,DRY,Eastern Himalayan Region,10-20,RAINY,0.1
CABBAGE,DRY,Eastern Himalayan Region,20-30,NORMAL,4.5
CABBAGE,DRY,Eastern Himalayan Region,20-30,SUNNY,6.0
CABBAGE,DRY,Eastern Himalayan Region,20-30,WINDY,5.5
CABBAGE,DRY,Eastern Himalayan Region,20-30,RAINY,0.2
CABBAGE,DRY,Eastern Himalayan Region,30-40,NORMAL,5.6
CABBAGE,DRY,Eastern Himalayan Region,30-40,SUNNY,7.1
CABBAGE,DRY,Eastern Himalayan Region,30-40,WINDY,6.6
